Player,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented,Value,Positions,Height,Main position
Joe Gomez,7.94,52.4,6.0,0.0,0.0,0.0,0.0,0.0279282724486819,0.0,94.0,40.0,40.0,111.93583557936874,132.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,88.33958789403184,0.0,20.0,10.0,124.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.304356134234005,14.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,244.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,58.0,30.0,0.0,0.4148104972317524,0.0,10.0,1607645.0,overall,0.0,0.0,€28.00m,"['Centre-Back', 'Right-Back', 'Left-Back']","1,88 m",Centre-Back
Joe Lumley,7.7,5.5,0.0,0.0,0.0,0.0,0.0,0.0026974551660082,0.0,28.0,56.0,192.0,70.28376735559382,94.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,37.05506203694636,0.0,0.0,0.0,0.0,38.0,0.0,4.0,8.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,4.0,26.0,1680813.0,overall,0.0,0.2820106387841931,€600k,['Goalkeeper'],"1,90 m",Goalkeeper
Joel Veltman,8.22,89.9,6.0,0.0,0.0,0.0,0.0,1.9519826762934716,0.0,504.0,30.0,516.0,106.1751547892344,306.0,48.0,74.0,0.0,2.0,46.152152842574296,0.0,14.0,0.0,0.0,0.0,0.0,5.499754300012228,2.0,0.0,0.0,4.0,100.00282058825128,0.0,9.776268306090095,20.0,98.6324118898514,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.36076223778409,40.0,0.0,0.0,8.0,20.0,0.0,8.0,8.0,426.0,26.0,10.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,4.0,62.0,16.0,0.0,0.0,0.0,60.0,6.0,26.0,43.41635139101456,0.0,0.0,0.0,0.0,182.0,128.0,0.0,0.0313113021409324,0.0,62.0,1510734.0,overall,8.0,0.0,€8.00m,"['Right-Back', 'Centre-Back']","1,84 m",Right-Back
Joelinton,6.43,36.0,22.0,0.0,0.0,0.0,0.0,0.4084395511782253,2.0,692.0,162.0,510.0,161.19647259322102,80.0,268.0,14.0,2.0,6.0,34.0,44.0,0.0,6.0,0.0,0.0,0.0,4.232113342229013,2.0,2.0,0.0,12.0,66.57830365870939,50.0,98.96549407289176,30.0,26.167897291512595,1636.0,2.645710827363189,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,6.0,0.0,0.0,0.0,4.0,62.0,42.0,0.0,0.0,6.0,70.0,2.0,22.0,0.0,336.0,30.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,8.0,2.0,6.0,16.0,0.0,0.0,0.0,28.0,26.0,26.0,119.13926620702344,863.948055326422,0.0,0.0,0.0,264.0,616.0,0.0,1.9184332755972135,0.0,32.0,1510378.0,overall,18.0,0.0,€40.00m,"['Central Midfield', 'Attacking Midfield', 'Left Winger']","1,86 m",Central Midfield
John McGinn,7.69,119.3,8.0,0.0,0.0,2.0,0.0,1.7382009542488843,0.0,126.0,22.0,4.0,37.26779295847487,68.0,126.0,42.0,14.0,0.0,100.0,14.0,0.0,2.0,0.0,0.0,2.0,20.0,18.0,0.0,14.0,10.0,15.814489026247628,0.0,101.16952207903825,62.0,77.3345450716514,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,24.0,19.412285570421773,0.0,0.0,0.0,14.0,110.0,4.0,24.0,28.0,630.0,26.0,20.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,2.0,30.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,92.0,0.0,0.0,0.0,0.0,34.0,60.0,0.0,1.74760632374484,0.0,46.0,1511940.0,overall,4.0,0.0,€30.00m,"['Central Midfield', 'Left Midfield']","1,78 m",Central Midfield
John Stones,6.74,43.9,0.0,2.0,0.0,0.0,0.0,0.130265613022765,0.0,56.0,44.0,262.0,87.36106649245414,22.0,78.0,60.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,78.0,8.0,10.157930785826338,8.0,12.739737664820325,204.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,110.0,14.0,0.0,0.0,0.0,42.0,0.0,4.0,2.0,316.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,68.0,104.0,0.0,0.0,0.0,10.0,194.0,0.0,0.4509186128981577,0.0,16.0,1527222.0,overall,0.0,0.0,€38.00m,"['Centre-Back', 'Right-Back', 'Defensive Midfield']","1,88 m",Centre-Back
Jonny Evans,6.66,0.0,8.0,0.0,0.0,0.0,0.0,0.0419722660174747,0.0,10.0,28.0,278.0,51.026584466755125,74.0,58.0,4.0,0.0,0.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,102.0,40.0,80.33320742200297,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1717386779549201,16.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,164.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,119.86295944245572,0.0,0.0,0.0,0.0,266.0,60.0,0.0,0.1680796119010535,16.0,12.0,1507888.0,overall,8.0,0.0,€2.00m,"['Centre-Back', 'Left-Back']","1,88 m",Centre-Back
Jordan Pickford,6.24,46.3,8.0,0.0,0.0,0.0,0.0,0.0977767578703946,0.0,536.0,292.0,700.0,58.71003636594737,200.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,12.0,2.0,88.0,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.818164458352951,16.0,0.0,0.0,0.0,96.0,0.0,76.0,54.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,16.0,16.0,12.0,0.0,2.0,6.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,296.0,566.0,0.0,0.0,68.0,108.0,1510750.0,overall,16.0,-0.6678175942396374,€22.00m,['Goalkeeper'],"1,85 m",Goalkeeper
Jorginho,5.77,2.8,0.0,0.0,0.0,0.0,0.0,0.5026573829537184,0.0,86.0,12.0,322.0,47.3031010149749,32.0,106.0,26.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66039663525749,0.0,26.0,14.0,75.43892291180993,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41.323092259347035,0.0,0.0,0.0,6.0,34.0,0.0,6.0,0.0,124.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,56.0,36.0,0.0,0.0748326279435035,0.0,38.0,1587686.0,overall,6.0,0.0,€12.00m,"['Defensive Midfield', 'Central Midfield']","1,78 m",Defensive Midfield
Jose Sa,7.01,102.8,0.0,0.0,0.0,0.0,0.0,0.0232456556403297,0.0,240.0,26.0,390.0,78.06859677529039,0.0,62.0,0.0,0.0,4.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,54.0,0.0,68.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.95765931063528,8.0,0.0,0.0,0.0,38.0,0.0,26.0,12.0,558.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,10.0,12.0,16.0,2.0,4.0,4.0,8.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,138.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,178.0,0.0,0.0,68.0,38.0,1509881.0,overall,10.0,-0.8469512939042865,0,['Sweeper'],0,Sweeper
Joshua King,5.48,10.6,0.0,0.0,0.0,0.0,0.0,0.0028219359927366,0.0,0.0,0.0,0.0,54.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.098526127102659,0.0,0.0,2.0,0.7924973652360165,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689908.0,overall,0.0,0.0,€2.00m,"['Centre-Forward', 'Left Winger', 'Right Winger']","1,80 m",Centre-Forward
Joshua Zirkzee,7.93,179.6,8.0,0.0,2.0,2.0,0.0,0.1439508702173749,2.0,102.0,4.0,116.0,29.084115213714952,32.0,142.0,78.0,0.0,0.0,32.181531748281685,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,4.0,2.0,49.0208343568923,10.0,60.8817530848602,2.0,58.94758184309359,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,146.0,2.0,2.0,0.0,224.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,14.0,2.0,82.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,30.0,109.14196192685505,0.0,0.0,0.0,116.0,68.0,0.0,0.577849888179446,0.0,20.0,1507923.0,overall,12.0,0.0,€50.00m,"['Centre-Forward', 'Second Striker']","1,93 m",Centre-Forward
Josko Gvardiol,8.77,142.9,6.0,2.0,0.0,2.0,0.0,0.5828086770882672,4.0,332.0,66.0,1440.0,123.82537351664288,66.0,188.0,390.0,2.0,0.0,72.0,32.0,10.0,0.0,0.0,0.0,2.0,16.0,16.0,4.0,0.0,54.0,47.22888708183,12.0,27.197748303462227,94.0,4.060579065844344,1752.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,2.0,28.0,29.55315836815585,22.0,0.0,0.0,4.0,44.0,8.0,28.0,14.0,1610.0,8.0,8.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,24.0,4.0,4.0,24.0,0.0,0.0,0.0,22.0,10.0,0.0,130.10719857273023,136.2810378487805,0.0,0.0,0.0,236.0,92.0,6.0,2.243435680219365,0.0,56.0,1516502.0,overall,14.0,0.0,€75.00m,"['Left-Back', 'Centre-Back']","1,85 m",Left-Back
Jota Silva,8.1,115.2,18.0,0.0,2.0,0.0,0.0,0.8261348186255048,0.0,46.0,20.0,114.0,85.666509819777,4.0,6.0,40.0,10.0,0.0,49.966654942253506,4.0,4.0,0.0,0.0,0.0,2.0,19.605276804967776,4.0,2.0,6.0,12.0,79.97794293952646,18.0,75.97961554687271,38.0,55.93471332083238,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.962740497307337,6.0,0.0,0.0,6.0,108.0,0.0,4.0,0.0,144.0,2.0,12.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,66.0,2.0,0.0,0.0,0.0,10.0,10.0,4.0,63.73812347922931,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0201852093206791,0.0,4.0,1527053.0,overall,6.0,0.0,€12.00m,"['Left Winger', 'Right Winger', 'Centre-Forward']","1,79 m",Left Winger
Julian Araujo,5.63,93.5,2.0,0.0,0.0,0.0,0.0,0.0653933015959551,0.0,122.0,48.0,264.0,66.33528558063193,74.0,12.0,30.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,2.0,12.0,2.0,69.25182137115934,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,66.52616384079117,20.0,0.0,0.0,2.0,46.0,0.0,6.0,6.0,158.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,22.0,8.0,0.0,0.0,0.0,2.0,8.0,2.0,45.49880622816738,0.0,0.0,0.0,0.0,76.0,98.0,0.0,0.0,0.0,18.0,1510832.0,overall,4.0,0.0,€8.00m,['Right-Back'],"1,76 m",Right-Back
Julio Enciso,7.37,47.5,8.0,0.0,0.0,0.0,0.0,0.1110826370544876,0.0,8.0,0.0,74.0,82.0,14.0,20.0,16.0,0.0,0.0,52.791430484745106,0.0,0.0,0.0,0.0,0.0,2.0,10.38538967532423,4.0,2.0,2.0,6.0,36.0,0.0,39.51827144017969,10.0,51.35043496091908,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,0.1533829463109537,0.0,0.0,1526312.0,overall,12.0,0.0,€22.00m,"['Attacking Midfield', 'Second Striker', 'Left Winger']","1,73 m",Attacking Midfield
Jurrien Timber,6.58,162.1,16.0,0.0,0.0,0.0,0.0,0.2244001147520091,0.0,370.0,64.0,200.0,39.26053168127339,2.0,2.0,110.0,14.0,4.0,99.17964223478155,10.0,2.0,0.0,0.0,0.0,0.0,6.389904516757859,10.0,0.0,0.0,10.0,76.55866340995036,8.0,28.0,54.0,27.934330325626583,1320.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,70.46403842442999,20.0,0.0,0.0,4.0,102.0,0.0,4.0,6.0,1116.0,14.0,26.0,0.0,0.0,12.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,28.0,0.0,22.0,20.0,0.0,0.0,0.0,12.0,0.0,4.0,81.80091157772489,1642.0,0.0,0.0,0.0,240.0,330.0,0.0,0.1779955350707042,0.0,48.0,1509911.0,overall,10.0,0.0,€38.00m,"['Centre-Back', 'Right-Back', 'Left-Back']","1,79 m",Centre-Back
Justin Devenny,6.18,9.6,4.0,0.0,0.0,0.0,0.0,0.137902947407561,0.0,28.0,16.0,116.0,36.0,10.0,34.0,6.0,4.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,10.2408398351008,4.0,0.0,0.0,2.0,40.0,0.0,42.0,6.0,4.404601897560639,124.0,50.02050671791201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.81328199428421,0.0,0.0,0.0,0.0,44.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,2.0,10.0,38.0,42.0,0.0,0.0,0.0,20.0,90.0,0.0,0.3158256520396568,0.0,10.0,1661192.0,overall,4.0,0.0,€150k,"['Central Midfield', 'Left Midfield', 'Right Midfield']","1,84 m",Central Midfield
Justin Kluivert,8.03,151.6,12.0,0.0,2.0,0.0,2.0,0.6558396290346877,6.0,14.0,30.0,76.0,148.86384292919234,64.0,164.0,114.0,28.0,2.0,40.052059697285245,8.0,2.0,0.0,0.0,0.0,4.0,30.0,34.0,16.0,12.0,30.0,48.13834660201769,0.0,23.2377445616021,48.0,35.1757600468845,1622.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,2.0,2.0,62.0,0.0,0.0,0.0,0.0,34.0,6.0,10.0,4.0,348.0,16.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,0.0,18.0,32.0,6.0,50.0,12.0,0.0,0.0,0.0,20.0,24.0,12.0,60.95223743179298,320.08297778371593,0.0,0.0,0.0,48.0,128.0,0.0,1.778214248441194,0.0,8.0,1510846.0,overall,2.0,0.0,€14.00m,"['Left Winger', 'Right Winger', 'Attacking Midfield']","1,72 m",Left Winger
Jørgen Strand Larsen,7.58,135.2,22.0,4.0,4.0,6.0,2.0,0.6314607775512868,6.0,66.0,104.0,98.0,106.21052620116043,20.0,60.0,16.0,4.0,2.0,34.85067946124232,6.0,4.0,0.0,0.0,0.0,0.0,5.333801974026137,36.0,20.0,4.0,16.0,8.281242481485908,28.0,2.1046674187263577,52.0,5.760721861930477,516.0,13.623333994967208,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,56.0,6.0,0.0,0.0,10.0,246.0,0.0,2.0,4.0,192.0,16.0,14.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,8.0,4.0,158.0,82.0,0.0,0.0,0.0,0.0,22.0,6.0,128.0,52.01068145025616,0.0,0.0,0.0,92.0,60.0,0.0,2.727439571091437,0.0,28.0,1509873.0,overall,20.0,0.0,€25.00m,"['Centre-Forward', 'Right Winger', 'Left Winger']","1,93 m",Centre-Forward
Kai Havertz,7.48,11.3,12.0,6.0,0.0,8.0,0.0,2.326666122425623,0.0,64.0,4.0,482.0,123.10399423597514,52.0,126.0,56.0,10.0,8.0,28.335372525614343,20.0,4.0,0.0,0.0,0.0,0.0,29.09530227614586,54.0,20.0,2.0,50.0,65.11609860257528,36.0,28.918298589266016,68.0,45.759685960982786,0.0,21.39391816209142,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,10.0,46.0,0.0,0.0,0.0,82.0,2.0,10.0,4.0,82.0,18.0,6.0,0.0,0.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,24.0,10.0,210.0,98.0,0.0,0.0,0.0,0.0,8.0,4.0,90.25238933175568,280.0,0.0,0.0,0.0,62.0,224.0,2.0,7.101969286809573,0.0,12.0,1509897.0,overall,4.0,0.0,€75.00m,"['Centre-Forward', 'Attacking Midfield', 'Right Winger']","1,93 m",Centre-Forward
Kalvin Phillips,6.18,91.9,2.0,0.0,0.0,0.0,0.0,0.3556934141715884,0.0,320.0,10.0,266.0,159.63337926692827,80.0,84.0,44.0,0.0,2.0,78.91651222182216,6.0,6.0,0.0,0.0,0.0,6.0,55.875085338304174,0.0,0.0,0.0,34.0,25.035475682778895,6.0,51.398438250335616,32.0,62.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,32.128966137355796,4.0,0.0,0.0,4.0,24.0,0.0,26.0,18.0,640.0,26.0,30.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,8.0,10.0,2.0,0.0,0.0,0.0,10.0,10.0,8.0,77.93268947390304,0.0,0.0,0.0,0.0,230.0,20.0,0.0,0.1363442644771405,0.0,64.0,1541540.0,overall,6.0,0.0,€22.00m,"['Defensive Midfield', 'Central Midfield', 'Centre-Back']","1,79 m",Defensive Midfield
Kamaldeen Sulemana,7.18,32.0,0.0,0.0,0.0,0.0,0.0,0.0145596498719056,0.0,2.0,0.0,18.0,170.0,8.0,4.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.10594354834822,0.0,0.0,0.0,63.07603584601229,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0080833105150647,0.0,0.0,1632200.0,overall,4.0,0.0,€13.00m,"['Left Winger', 'Right Winger', 'Centre-Forward']","1,75 m",Left Winger
Kaoru Mitoma,5.66,168.3,26.0,2.0,0.0,8.0,2.0,0.7360876897688762,0.0,654.0,50.0,560.0,44.450539264659426,122.0,394.0,170.0,26.0,24.0,27.64297666151147,22.0,4.0,0.0,0.0,0.0,14.0,1.7586007370398598,44.0,6.0,6.0,58.0,63.67786159501835,12.0,50.77723911656433,112.0,85.24069883653331,1752.0,12.82837827870054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,6.0,28.0,0.0,0.0,0.0,6.0,134.0,2.0,28.0,0.0,760.0,0.0,18.0,0.0,0.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,108.0,44.0,24.0,4.0,0.0,0.0,0.0,16.0,16.0,14.0,36.53807267506309,118.0,0.0,0.0,0.0,170.0,240.0,0.0,4.183494312779311,0.0,26.0,1510746.0,overall,18.0,0.0,€45.00m,"['Left Winger', 'Left Midfield']","1,78 m",Left Winger
